date;close
2022-01-03;15.683774948120117
2022-01-04;15.711999893188477
2022-01-05;15.701899528503418
2022-01-06;15.686699867248535
2022-01-07;15.686599731445312
2022-01-10;15.703182220458984
2022-01-11;15.70009994506836
2022-01-12;15.680700302124023
2022-01-13;15.691300392150879
2022-01-14;15.670374870300293
2022-01-17;15.677148818969727
2022-01-18;15.680700302124023
2022-01-19;15.709600448608398
2022-01-20;15.680399894714355
2022-01-21;15.708700180053711
2022-01-24;15.694382667541504
2022-01-25;15.685461044311523
2022-01-26;15.718487739562988
2022-01-27;15.717692375183105
2022-01-28;15.719670295715332
2022-01-31;15.70876407623291
2022-02-01;15.695599555969238
2022-02-02;15.677200317382812
2022-02-03;15.683600425720215
2022-02-04;15.704700469970703
2022-02-07;15.704693794250488
2022-02-08;15.67770004272461
2022-02-09;15.689499855041504
2022-02-10;15.707900047302246
2022-02-11;15.690122604370117
2022-02-14;15.66600513458252
2022-02-15;15.688799858093262
2022-02-16;15.6943998336792
2022-02-17;15.681400299072266
2022-02-18;15.707300186157227
2022-02-21;15.722314834594727
2022-02-22;15.677000045776367
2022-02-23;15.693352699279785
2022-02-24;15.689900398254395
2022-02-25;15.712699890136719
2022-02-28;15.616861343383789
2022-03-01;15.6850004196167
2022-03-02;15.674099922180176
2022-03-03;15.696599960327148
2022-03-04;15.700699806213379
2022-03-07;15.746097564697266
2022-03-08;15.70479965209961
2022-03-09;15.709600448608398
2022-03-10;15.706299781799316
2022-03-11;15.689900398254395
2022-03-14;15.636018753051758
2022-03-15;15.712599754333496
2022-03-16;15.678899765014648
2022-03-17;15.691499710083008
2022-03-18;15.690299987792969
2022-03-21;15.7180757522583
2022-03-22;18.194400787353516
2022-03-23;18.508800506591797
2022-03-24;18.343299865722656
2022-03-25;18.30150032043457
2022-03-27;18.422452926635742
2022-03-28;18.270599365234375
2022-03-29;18.292200088500977
2022-03-30;18.23550033569336
2022-03-31;18.247900009155273
2022-04-03;18.2455997467041
2022-04-04;18.20549964904785
2022-04-05;18.211299896240234
2022-04-06;18.280000686645508
2022-04-07;18.306299209594727
2022-04-10;18.295700073242188
2022-04-11;18.409500122070312
2022-04-12;18.468900680541992
2022-04-13;18.3789005279541
2022-04-14;18.38129997253418
2022-04-17;18.391700744628906
2022-04-18;18.586700439453125
2022-04-19;18.43440055847168
2022-04-20;18.458999633789062
2022-04-21;18.557300567626953
2022-04-24;18.52389907836914
2022-04-25;18.532934188842773
2022-04-26;18.487300872802734
2022-04-27;18.471799850463867
2022-04-28;18.455400466918945
2022-05-01;18.46660041809082
2022-05-02;18.451099395751953
2022-05-03;18.44409942626953
2022-05-04;18.452999114990234
2022-05-05;18.45549964904785
2022-05-08;18.487699508666992
2022-05-09;18.453369140625
2022-05-10;18.450899124145508
2022-05-11;18.359600067138672
2022-05-12;18.291500091552734
2022-05-15;18.304899215698242
2022-05-16;18.247900009155273
2022-05-17;18.251300811767578
2022-05-18;18.230899810791016
2022-05-19;18.253700256347656
2022-05-22;18.23740005493164
2022-05-23;18.3786563873291
2022-05-24;18.49090003967285
2022-05-25;18.57430076599121
2022-05-26;18.576000213623047
2022-05-29;18.57040023803711
2022-05-30;18.571500778198242
2022-05-31;18.583271026611328
2022-06-01;18.601299285888672
2022-06-02;18.619699478149414
2022-06-05;18.591100692749023
2022-06-06;18.620500564575195
2022-06-07;18.657699584960938
2022-06-08;18.660200119018555
2022-06-09;18.677499771118164
2022-06-12;18.73537254333496
2022-06-13;18.691099166870117
2022-06-14;18.710500717163086
2022-06-15;18.73509979248047
2022-06-16;18.709199905395508
2022-06-19;18.723800659179688
2022-06-20;18.740299224853516
2022-06-21;18.721399307250977
2022-06-22;18.711299896240234
2022-06-23;18.755109786987305
2022-06-26;18.726600646972656
2022-06-27;18.750532150268555
2022-06-28;18.766199111938477
2022-06-29;18.76889991760254
2022-06-30;18.7721004486084
2022-07-03;18.76219940185547
2022-07-04;18.840579986572266
2022-07-05;18.829599380493164
2022-07-06;18.858999252319336
2022-07-07;18.85300064086914
2022-07-10;18.86370086669922
2022-07-11;18.844100952148438
2022-07-12;18.855600357055664
2022-07-13;18.842899322509766
2022-07-14;18.847900390625
2022-07-17;18.83300018310547
2022-07-18;18.89349937438965
2022-07-19;18.877399444580078
2022-07-20;18.920700073242188
2022-07-21;18.8887996673584
2022-07-24;18.911699295043945
2022-07-25;18.929899215698242
2022-07-26;18.930599212646484
2022-07-27;18.90959930419922
2022-07-28;18.895118713378906
2022-07-31;18.912900924682617
2022-08-01;18.947900772094727
2022-08-02;19.01580047607422
2022-08-03;19.055200576782227
2022-08-04;19.105148315429688
2022-08-07;19.10379981994629
2022-08-08;19.14310073852539
2022-08-09;19.13723373413086
2022-08-10;19.103200912475586
2022-08-11;19.113500595092773
2022-08-14;19.130599975585938
2022-08-15;19.12070083618164
2022-08-16;19.131383895874023
2022-08-17;19.100099563598633
2022-08-18;19.122600555419922
2022-08-21;19.12339973449707
2022-08-22;19.137399673461914
2022-08-23;19.138198852539062
2022-08-24;19.180761337280273
2022-08-25;19.165300369262695
2022-08-28;19.213600158691406
2022-08-29;19.178499221801758
2022-08-30;19.208650588989258
2022-08-31;19.198999404907227
2022-09-01;19.202699661254883
2022-09-04;19.284500122070312
2022-09-05;19.209102630615234
2022-09-06;19.22880744934082
2022-09-07;19.234800338745117
2022-09-08;19.299087524414062
2022-09-11;19.239200592041016
2022-09-12;19.328699111938477
2022-09-13;19.325651168823242
2022-09-14;19.339399337768555
2022-09-15;19.39590072631836
2022-09-18;19.218469619750977
2022-09-19;19.386999130249023
2022-09-20;19.41556739807129
2022-09-21;19.449600219726562
2022-09-22;19.4591007232666
2022-09-25;19.584999084472656
2022-09-26;19.53260040283203
2022-09-27;19.46109962463379
2022-09-28;19.507299423217773
2022-09-29;19.522300720214844
2022-10-02;19.528799057006836
2022-10-03;19.59269905090332
2022-10-04;19.625900268554688
2022-10-05;19.626800537109375
2022-10-06;19.609699249267578
2022-10-09;19.735300064086914
2022-10-10;19.63559913635254
2022-10-11;19.652599334716797
2022-10-12;19.651899337768555
2022-10-13;19.6299991607666
2022-10-16;19.591999053955078
2022-10-17;19.645599365234375
2022-10-18;19.636600494384766
2022-10-19;19.641700744628906
2022-10-20;19.585500717163086
2022-10-23;19.590299606323242
2022-10-24;19.636760711669922
2022-10-25;19.67259979248047
2022-10-26;19.673900604248047
2022-10-27;23.13152313232422
2022-10-31;23.14898109436035
2022-11-01;24.1530704498291
2022-11-02;24.169700622558594
2022-11-03;24.056900024414062
2022-11-04;24.220800399780273
2022-11-07;23.778114318847656
2022-11-08;24.298500061035156
2022-11-09;24.3182373046875
2022-11-10;24.35700035095215
2022-11-11;24.367000579833984
2022-11-14;24.425973892211914
2022-11-15;24.42329978942871
2022-11-16;24.42729949951172
2022-11-17;24.452299118041992
2022-11-18;24.487300872802734
2022-11-21;24.45459747314453
2022-11-22;24.489500045776367
2022-11-23;24.479305267333984
2022-11-24;24.522199630737305
2022-11-25;24.54560089111328
2022-11-28;24.62224006652832
2022-11-29;24.536300659179688
2022-11-30;24.5177001953125
2022-12-01;24.523799896240234
2022-12-02;24.529699325561523
2022-12-05;24.530099868774414
2022-12-06;24.530099868774414
2022-12-07;24.56839942932129
2022-12-08;24.613399505615234
2022-12-09;24.570199966430664
2022-12-12;24.603744506835938
2022-12-13;24.62459945678711
2022-12-14;24.63287353515625
2022-12-15;24.680200576782227
2022-12-16;24.618499755859375
2022-12-19;24.66070556640625
2022-12-20;24.702699661254883
2022-12-21;24.669099807739258
2022-12-22;24.708200454711914
2022-12-23;24.722200393676758
2022-12-26;24.717514038085938
2022-12-27;24.664600372314453
2022-12-28;24.66900062561035
2022-12-29;24.712928771972656
2022-12-30;24.738800048828125
2023-01-02;24.72956657409668
2023-01-03;24.68560028076172
2023-01-04;24.751934051513672
2023-01-05;26.42460060119629
2023-01-06;27.16860008239746
2023-01-09;27.149580001831055
2023-01-10;27.574399948120117
2023-01-11;27.643299102783203
2023-01-12;29.67507553100586
2023-01-13;29.51729965209961
2023-01-16;29.54155921936035
2023-01-17;29.615699768066406
2023-01-18;29.552400588989258
2023-01-19;29.618200302124023
2023-01-20;29.811800003051758
2023-01-23;29.790054321289062
2023-01-24;29.844100952148438
2023-01-25;29.817899703979492
2023-01-26;29.860599517822266
2023-01-27;29.867351531982422
2023-01-30;29.859861373901367
2023-01-31;30.052099227905273
2023-02-01;30.151500701904297
2023-02-02;30.173900604248047
2023-02-03;30.251800537109375
2023-02-06;30.25593376159668
2023-02-07;30.163400650024414
2023-02-08;30.263099670410156
2023-02-09;30.337499618530273
2023-02-10;30.46579933166504
2023-02-13;30.476154327392578
2023-02-14;30.4960994720459
2023-02-15;30.567689895629883
2023-02-16;30.513999938964844
2023-02-17;30.537799835205078
2023-02-20;30.562589645385742
2023-02-21;30.532800674438477
2023-02-22;30.57080078125
2023-02-23;30.601699829101562
2023-02-24;30.601699829101562
2023-02-27;30.588336944580078
2023-02-28;30.599700927734375
2023-03-01;30.603599548339844
2023-03-02;30.600200653076172
2023-03-03;30.738100051879883
2023-03-06;30.76923179626465
2023-03-07;30.790000915527344
2023-03-08;30.707246780395508
2023-03-09;30.851499557495117
2023-03-10;30.87190055847168
2023-03-13;30.488475799560547
2023-03-14;30.87339973449707
2023-03-15;30.87150001525879
2023-03-16;30.877500534057617
2023-03-17;30.773000717163086
2023-03-20;30.746034622192383
2023-03-21;30.868099212646484
2023-03-22;30.868833541870117
2023-03-23;30.872900009155273
2023-03-24;30.91950035095215
2023-03-26;30.822999954223633
2023-03-27;30.870500564575195
2023-03-28;30.87611198425293
2023-03-29;30.77389907836914
