date;code;n_events;tone_sum;tone_cnt;n_14;n_17;n_18;n_19;n_20
2023-11-05;PK;2025;-7713.166077866481;2025;15.0;156.0;28.0;195.0;5.0
2023-11-05;RS;2667;-9313.05452302206;2667;5.0;72.0;97.0;469.0;3.0
2023-11-05;TW;280;-114.87650066201172;280;2.0;4.0;1.0;24.0;0.0
2023-11-05;UP;2621;-9585.743327887794;2621;16.0;31.0;99.0;503.0;1.0
2023-11-05;US;23441;-51443.88373881069;23441;461.0;1069.0;342.0;1659.0;21.0
2023-11-06;GM;2025;-3404.65814966476;2025;40.0;79.0;23.0;109.0;4.0
2023-11-06;IS;26648;-120891.72332896698;26648;596.0;840.0;720.0;3208.0;96.0
2023-11-06;NI;4303;-3634.086652835326;4303;32.0;174.0;55.0;239.0;0.0
2023-11-06;PK;2369;-7183.301706420793;2369;18.0;114.0;60.0;220.0;14.0
2023-11-06;RS;4004;-13684.944196603808;4004;23.0;124.0;128.0;613.0;0.0
2023-11-06;TW;543;-247.7560671274287;543;1.0;11.0;1.0;24.0;0.0
2023-11-06;UP;3807;-12498.800303411588;3807;21.0;66.0;135.0;630.0;1.0
2023-11-06;US;42520;-90965.03382719812;42520;381.0;2245.0;612.0;2879.0;19.0
2023-11-07;GM;2416;-3759.17248391731;2416;24.0;60.0;21.0;99.0;1.0
2023-11-07;IS;24980;-115186.51516170445;24980;533.0;774.0;790.0;3021.0;137.0
2023-11-07;NI;4275;-9186.480769176063;4275;41.0;237.0;90.0;304.0;0.0
2023-11-07;PK;2420;-6508.043220377519;2420;27.0;135.0;42.0;214.0;12.0
2023-11-07;RS;4528;-14815.977849384031;4528;15.0;170.0;96.0;530.0;5.0
2023-11-07;TW;466;-244.3346588635655;466;2.0;5.0;0.0;28.0;0.0
2023-11-07;UP;4015;-12493.147540059275;4015;22.0;95.0;114.0;546.0;2.0
2023-11-07;US;53000;-119408.1060747023;53000;524.0;2983.0;889.0;3557.0;28.0
2023-11-08;GM;2053;-3138.233230801193;2053;21.0;80.0;16.0;96.0;6.0
2023-11-08;IS;23038;-101595.9898850864;23038;424.0;663.0;713.0;2842.0;116.0
2023-11-08;NI;4289;-3897.5382546970422;4289;46.0;164.0;73.0;174.0;0.0
2023-11-08;PK;2413;-6310.59088900157;2413;21.0;131.0;38.0;172.0;1.0
2023-11-08;RS;5464;-16027.553084111994;5464;34.0;194.0;153.0;553.0;4.0
2023-11-08;TW;528;-151.6218950802649;528;5.0;19.0;2.0;9.0;0.0
2023-11-08;UP;5042;-14693.398713624409;5042;43.0;110.0;172.0;648.0;10.0
2023-11-08;US;58149;-111034.28244185794;58149;388.0;3122.0;893.0;3520.0;12.0
2023-11-09;GM;2650;-5207.186138451171;2650;24.0;123.0;51.0;164.0;7.0
2023-11-09;IS;24592;-106857.3930138001;24592;421.0;844.0;764.0;3388.0;117.0
2023-11-09;NI;4554;-4885.612604055823;4554;70.0;182.0;60.0;146.0;0.0
2023-11-09;PK;2499;-7163.822018709163;2499;26.0;112.0;40.0;252.0;4.0
2023-11-09;RS;5755;-17008.211288856917;5755;45.0;196.0;186.0;649.0;2.0
2023-11-09;TW;791;-1.7538412043088965;791;6.0;7.0;5.0;16.0;0.0
2023-11-09;UP;5226;-16643.007550194878;5226;47.0;143.0;198.0;677.0;3.0
2023-11-09;US;59489;-124059.84773368374;59489;454.0;3457.0;955.0;3789.0;34.0
2023-11-10;GM;2524;-4209.642401245014;2524;27.0;79.0;37.0;174.0;7.0
2023-11-10;IS;22634;-98475.04733202666;22634;519.0;777.0;618.0;2963.0;116.0
2023-11-10;NI;4450;-3284.2626114734467;4450;50.0;182.0;68.0;143.0;0.0
2023-11-10;PK;2734;-6941.205752744862;2734;13.0;165.0;31.0;218.0;3.0
2023-11-10;RS;4704;-10672.307156149767;4704;40.0;166.0;156.0;523.0;5.0
2023-11-10;TW;757;-519.0883298831219;757;0.0;7.0;0.0;25.0;0.0
2023-11-10;UP;4189;-9583.48572273443;4189;27.0;104.0;122.0;541.0;2.0
2023-11-10;US;53280;-102226.79623621477;53280;510.0;2896.0;1000.0;3423.0;35.0
2023-11-11;GM;1298;-1708.799473822889;1298;11.0;65.0;20.0;113.0;6.0
2023-11-11;IS;17684;-79915.27939493125;17684;656.0;573.0;407.0;2194.0;78.0
2023-11-11;NI;2895;213.00141231428503;2895;18.0;121.0;76.0;81.0;0.0
2023-11-11;PK;1976;-6486.45581262534;1976;21.0;167.0;11.0;85.0;2.0
2023-11-11;RS;3411;-11678.58222957755;3411;8.0;138.0;127.0;499.0;3.0
2023-11-11;TW;375;-507.0397700343781;375;1.0;10.0;0.0;10.0;0.0
2023-11-11;UP;3267;-9143.873888627486;3267;8.0;73.0;122.0;543.0;0.0
2023-11-11;US;30145;-55897.935245493536;30145;313.0;1506.0;537.0;1843.0;22.0
2023-11-12;GM;1036;-1823.3346148304324;1036;14.0;53.0;15.0;91.0;0.0
2023-11-12;IS;17536;-83611.72900524831;17536;527.0;556.0;473.0;2400.0;94.0
2023-11-12;NI;3077;-2536.3733595289555;3077;43.0;174.0;59.0;154.0;1.0
2023-11-12;PK;1977;-4593.549949461412;1977;6.0;119.0;25.0;100.0;0.0
2023-11-12;RS;2863;-10031.304486838944;2863;8.0;113.0;106.0;472.0;1.0
2023-11-12;TW;404;-536.7597734747671;404;4.0;5.0;4.0;19.0;0.0
2023-11-12;UP;2902;-10427.328662857692;2902;12.0;57.0;98.0;562.0;0.0
2023-11-12;US;22224;-43994.43006045851;22224;198.0;1092.0;330.0;1537.0;15.0
2023-11-13;GM;1829;-1977.468861998833;1829;32.0;71.0;8.0;79.0;5.0
2023-11-13;IS;19840;-85940.70044033852;19840;601.0;660.0;606.0;2514.0;100.0
2023-11-13;NI;3841;-2080.5450977813516;3841;49.0;184.0;84.0;136.0;1.0
2023-11-13;PK;2456;-6625.777183138746;2456;26.0;200.0;33.0;217.0;0.0
2023-11-13;RS;4401;-13880.175763181587;4401;34.0;181.0;129.0;565.0;0.0
2023-11-13;TW;622;-453.6972692158437;622;7.0;13.0;0.0;18.0;0.0
2023-11-13;UP;4134;-10925.19462955361;4134;30.0;101.0;118.0;597.0;1.0
2023-11-13;US;40903;-72383.3536957285;40903;400.0;1990.0;617.0;2894.0;44.0
2023-11-14;GM;1974;-1155.518822268378;1974;12.0;61.0;7.0;102.0;1.0
2023-11-14;IS;21005;-88517.3793812777;21005;453.0;627.0;714.0;2577.0;117.0
2023-11-14;NI;4861;-5445.111411001617;4861;80.0;235.0;94.0;162.0;0.0
2023-11-14;PK;2747;-7387.577914668573;2747;6.0;226.0;22.0;204.0;0.0
2023-11-14;RS;5168;-17648.36778445981;5168;22.0;266.0;117.0;604.0;4.0
2023-11-14;TW;826;-421.5218666455605;826;7.0;19.0;0.0;15.0;0.0
2023-11-14;UP;4714;-13803.738895931116;4714;21.0;146.0;116.0;603.0;4.0
2023-11-14;US;52287;-99130.3045981349;52287;421.0;2799.0;806.0;3337.0;26.0
2023-11-15;GM;2074;-3277.033133709913;2074;17.0;62.0;9.0;99.0;1.0
2023-11-15;IS;22638;-98344.91359697453;22638;413.0;575.0;699.0;2626.0;113.0
2023-11-15;NI;4898;-7775.340201572877;4898;67.0;274.0;78.0;162.0;0.0
2023-11-15;PK;2257;-4459.688085578508;2257;15.0;119.0;20.0;91.0;0.0
2023-11-15;RS;5226;-16762.68517123908;5226;34.0;253.0;120.0;494.0;0.0
2023-11-15;TW;925;-578.964051907389;925;7.0;8.0;6.0;19.0;0.0
2023-11-15;UP;5061;-14218.89570012811;5061;24.0;167.0;103.0;523.0;4.0
2023-11-15;US;55769;-109433.83879945365;55769;452.0;3100.0;877.0;3495.0;29.0
2023-11-16;GM;1976;-4356.793976311804;1976;12.0;106.0;22.0;175.0;1.0
2023-11-16;IS;23247;-106048.96590628831;23247;605.0;843.0;761.0;2684.0;129.0
2023-11-16;NI;4220;-3869.109533012924;4220;54.0;181.0;116.0;135.0;1.0
2023-11-16;PK;2207;-5538.021146241542;2207;11.0;129.0;29.0;179.0;1.0
2023-11-16;RS;5323;-18393.93055562067;5323;43.0;300.0;91.0;504.0;2.0
2023-11-16;TW;970;-1135.48808652124;970;11.0;26.0;2.0;19.0;0.0
2023-11-16;UP;4876;-11487.499646341048;4876;21.0;180.0;98.0;483.0;1.0
2023-11-16;US;56660;-121479.61615659345;56660;591.0;3498.0;891.0;3322.0;25.0
2023-11-17;GM;2451;-4359.3125964470755;2451;13.0;58.0;27.0;108.0;3.0
2023-11-17;IS;20692;-96885.73850604489;20692;455.0;824.0;766.0;2669.0;119.0
2023-11-17;NI;3891;-2387.0817248510352;3891;64.0;188.0;48.0;177.0;0.0
2023-11-17;PK;2229;-6509.811221487507;2229;15.0;142.0;17.0;217.0;3.0
2023-11-17;RS;4874;-14850.253455243035;4874;21.0;279.0;97.0;526.0;2.0
2023-11-17;TW;823;-11.153669567746238;823;12.0;19.0;2.0;12.0;0.0
2023-11-17;UP;4528;-11039.948057925045;4528;28.0;127.0;66.0;549.0;1.0
2023-11-17;US;53264;-115039.40976880689;53264;525.0;3241.0;897.0;3224.0;14.0
2023-11-18;GM;1511;-2029.5234933975848;1511;7.0;22.0;8.0;71.0;0.0
2023-11-18;IS;14081;-65815.37329598675;14081;335.0;475.0;460.0;1858.0;61.0
2023-11-18;NI;3055;-1210.613356356556;3055;28.0;175.0;48.0;139.0;0.0
2023-11-18;PK;2135;-5671.340603729901;2135;17.0;109.0;28.0;155.0;1.0
2023-11-18;RS;3000;-9956.488226179035;3000;11.0;173.0;41.0;396.0;5.0
2023-11-18;TW;639;-271.44960913873547;639;3.0;4.0;0.0;20.0;0.0
2023-11-18;UP;2790;-8437.011123466948;2790;10.0;103.0;50.0;399.0;0.0
2023-11-18;US;32884;-70457.369251032;32884;230.0;2115.0;547.0;2310.0;12.0
2023-11-19;GM;1132;-615.2583130617056;1132;4.0;31.0;15.0;32.0;2.0
2023-11-19;IS;14234;-69460.00305975789;14234;262.0;404.0;474.0;1964.0;61.0
2023-11-19;NI;3833;-2755.7654239821845;3833;36.0;202.0;68.0;283.0;5.0
2023-11-19;PK;1810;-3626.978769071513;1810;29.0;130.0;29.0;131.0;0.0
2023-11-19;RS;2768;-10790.308410605989;2768;17.0;154.0;90.0;441.0;0.0
2023-11-19;TW;448;-608.7850609756895;448;1.0;6.0;3.0;38.0;0.0
2023-11-19;UP;2580;-8998.29858068138;2580;12.0;87.0;85.0;458.0;1.0
2023-11-19;US;23578;-45080.81913541556;23578;175.0;1249.0;364.0;1640.0;6.0
2023-11-20;GM;1994;-1922.7473101989517;1994;15.0;103.0;41.0;98.0;3.0
2023-11-20;IS;18466;-82468.99771260623;18466;263.0;558.0;587.0;2190.0;70.0
2023-11-20;NI;4515;-2669.297033146668;4515;57.0;208.0;93.0;204.0;2.0
2023-11-20;PK;2101;-4840.207438025204;2101;26.0;134.0;19.0;73.0;0.0
2023-11-20;RS;4323;-13301.559456893452;4323;31.0;207.0;88.0;431.0;1.0
2023-11-20;TW;559;-298.66921328637136;559;4.0;8.0;0.0;28.0;0.0
2023-11-20;UP;4361;-10662.7452374625;4361;42.0;81.0;89.0;438.0;3.0
2023-11-20;US;40926;-67363.15153988409;40926;248.0;2155.0;636.0;2573.0;8.0
2023-11-21;GM;2529;-2661.9746907347294;2529;20.0;108.0;27.0;98.0;3.0
2023-11-21;IS;20886;-91839.98122937218;20886;317.0;632.0;665.0;2518.0;109.0
2023-11-21;NI;4599;-4568.544337747161;4599;47.0;240.0;82.0;155.0;0.0
2023-11-21;PK;2382;-5761.369765772046;2382;22.0;173.0;37.0;200.0;0.0
2023-11-21;RS;5178;-13876.220176052871;5178;74.0;240.0;92.0;517.0;3.0
2023-11-21;TW;504;-624.723212204827;504;0.0;7.0;6.0;16.0;0.0
2023-11-21;UP;5178;-11015.010823581788;5178;83.0;116.0;110.0;561.0;2.0
2023-11-21;US;48329;-95732.42594486028;48329;360.0;3035.0;792.0;3024.0;18.0
2023-11-22;GM;2792;-2386.2146445531707;2792;16.0;74.0;22.0;100.0;3.0
2023-11-22;IS;21913;-88679.57306400308;21913;257.0;695.0;665.0;2230.0;90.0
2023-11-22;NI;4513;-3791.236616438814;4513;56.0;161.0;73.0;171.0;0.0
2023-11-22;PK;2527;-4609.976148175392;2527;24.0;191.0;34.0;147.0;0.0
2023-11-22;RS;5306;-14910.6028973435;5306;29.0;199.0;114.0;552.0;0.0
2023-11-22;TW;616;-1043.409809245053;616;1.0;44.0;0.0;33.0;0.0
2023-11-22;UP;4298;-10263.266669014238;4298;19.0;67.0;116.0;516.0;0.0
2023-11-22;US;48195;-94179.58084974416;48195;234.0;2606.0;1006.0;3187.0;9.0
2023-11-23;GM;2138;-2324.950652429461;2138;15.0;106.0;29.0;124.0;1.0
2023-11-23;IS;17768;-74512.65670181299;17768;238.0;720.0;615.0;2020.0;75.0
2023-11-23;NI;4237;-1963.5329374545795;4237;67.0;192.0;46.0;110.0;0.0
2023-11-23;PK;2163;-5650.736149757136;2163;9.0;119.0;26.0;264.0;2.0
2023-11-23;RS;5058;-15774.024926007352;5058;31.0;187.0;132.0;598.0;1.0
2023-11-23;TW;451;-456.6437077581422;451;4.0;12.0;4.0;25.0;0.0
2023-11-23;UP;3891;-11206.16189908;3891;18.0;91.0;116.0;568.0;1.0
2023-11-23;US;29355;-59701.52591821534;29355;172.0;1538.0;613.0;2015.0;10.0
2023-11-24;GM;2018;-1759.9245132480753;2018;29.0;84.0;22.0;115.0;1.0
2023-11-24;IS;17979;-76829.7783985077;17979;272.0;731.0;665.0;1785.0;62.0
2023-11-24;NI;4534;-2248.687626366229;4534;57.0;199.0;55.0;90.0;0.0
2023-11-24;PK;2719;-5416.841204803919;2719;13.0;119.0;49.0;229.0;2.0
2023-11-24;RS;3893;-11154.914539524096;3893;16.0;173.0;68.0;462.0;4.0
2023-11-24;TW;594;-816.5766235451449;594;3.0;13.0;2.0;5.0;0.0
2023-11-24;UP;3584;-9662.896957065464;3584;30.0;111.0;78.0;456.0;2.0
2023-11-24;US;25591;-44135.96735163871;25591;191.0;1247.0;461.0;1664.0;9.0
2023-11-25;GM;1142;-2238.5486348591658;1142;23.0;52.0;41.0;59.0;2.0
2023-11-25;IS;14963;-64071.559345961345;14963;259.0;704.0;513.0;1384.0;45.0
2023-11-25;NI;3050;-1717.0410323299234;3050;23.0;116.0;52.0;124.0;0.0
2023-11-25;PK;2200;-4828.057726701915;2200;18.0;136.0;18.0;132.0;0.0
2023-11-25;RS;2784;-9655.96725596938;2784;21.0;101.0;76.0;405.0;3.0
2023-11-25;TW;349;-71.25111721241242;349;1.0;9.0;0.0;1.0;0.0
2023-11-25;UP;3235;-10331.972107639116;3235;21.0;67.0;117.0;486.0;1.0
2023-11-25;US;19384;-42347.87113281879;19384;182.0;1186.0;416.0;1447.0;5.0
2023-11-26;GM;832;-1482.7619937974064;832;25.0;37.0;21.0;51.0;0.0
2023-11-26;IS;18201;-80642.07058749824;18201;295.0;654.0;684.0;1912.0;46.0
2023-11-26;NI;2927;-2230.883125022702;2927;28.0;110.0;67.0;154.0;3.0
2023-11-26;PK;1732;-3977.8779498640206;1732;16.0;129.0;18.0;120.0;0.0
2023-11-26;RS;3065;-11038.38889249056;3065;8.0;101.0;98.0;458.0;2.0
2023-11-26;TW;267;-255.31303350719;267;5.0;7.0;0.0;16.0;0.0
2023-11-26;UP;2795;-10522.5259237461;2795;29.0;40.0;84.0;480.0;4.0
2023-11-26;US;19166;-43260.56492440968;19166;135.0;901.0;404.0;1775.0;12.0
2023-11-27;GM;1772;-1921.3553861834032;1772;21.0;41.0;45.0;64.0;0.0
2023-11-27;IS;22219;-93764.08259761096;22219;240.0;828.0;779.0;2250.0;67.0
2023-11-27;NI;3909;-2623.384188131703;3909;32.0;131.0;44.0;178.0;0.0
2023-11-27;PK;2191;-5813.504272147012;2191;19.0;149.0;43.0;235.0;0.0
2023-11-27;RS;4119;-12845.858455699808;4119;16.0;153.0;82.0;521.0;10.0
2023-11-27;TW;440;-660.535924259366;440;1.0;15.0;0.0;21.0;0.0
2023-11-27;UP;3579;-9038.901416114666;3579;15.0;67.0;62.0;417.0;4.0
2023-11-27;US;38500;-87707.57148514148;38500;222.0;2125.0;704.0;3100.0;12.0
2023-11-28;GM;2565;-4324.985728538158;2565;18.0;101.0;30.0;144.0;0.0
2023-11-28;IS;18788;-76528.23516566858;18788;311.0;676.0;641.0;1660.0;71.0
2023-11-28;NI;4520;-4797.862090293273;4520;35.0;208.0;37.0;217.0;3.0
2023-11-28;PK;2388;-5292.260204613469;2388;13.0;142.0;24.0;190.0;0.0
2023-11-28;RS;5109;-17390.316493575512;5109;22.0;316.0;113.0;451.0;0.0
2023-11-28;TW;490;-426.02834358102854;490;2.0;23.0;1.0;8.0;0.0
2023-11-28;UP;4347;-11004.650530390603;4347;17.0;111.0;109.0;384.0;0.0
2023-11-28;US;48660;-102741.90092780392;48660;318.0;2851.0;817.0;3364.0;17.0
2023-11-29;GM;2092;-3401.462664345499;2092;13.0;60.0;29.0;86.0;0.0
2023-11-29;IS;19712;-80266.80413373494;19712;302.0;612.0;728.0;1809.0;61.0
2023-11-29;NI;4606;-4210.373697402819;4606;51.0;202.0;43.0;247.0;0.0
2023-11-29;PK;2215;-3952.702305069258;2215;21.0;151.0;31.0;170.0;0.0
2023-11-29;RS;5576;-18625.08852720846;5576;15.0;292.0;150.0;541.0;1.0
2023-11-29;TW;476;-392.4984058135716;476;3.0;19.0;2.0;5.0;0.0
2023-11-29;UP;4879;-12332.016291070477;4879;22.0;121.0;116.0;441.0;4.0
2023-11-29;US;49796;-105788.2609284375;49796;293.0;2978.0;945.0;3330.0;13.0
2023-11-30;GM;2099;-4165.584270615846;2099;17.0;112.0;49.0;70.0;0.0
2023-11-30;IS;20134;-87678.81999594643;20134;276.0;682.0;685.0;2229.0;60.0
2023-11-30;NI;4440;-5193.5689578529755;4440;34.0;224.0;57.0;225.0;0.0
2023-11-30;PK;1916;-4314.15694416503;1916;23.0;123.0;38.0;141.0;0.0
2023-11-30;RS;5483;-16824.88817367365;5483;14.0;310.0;151.0;526.0;5.0
2023-11-30;TW;607;-829.0686217350016;607;0.0;30.0;2.0;19.0;0.0
2023-11-30;UP;4294;-10719.140165013954;4294;18.0;96.0;136.0;509.0;3.0
2023-11-30;US;49984;-111629.52994266484;49984;311.0;3053.0;1029.0;3395.0;17.0
2023-12-01;GM;2170;-2540.88596289882;2170;16.0;87.0;26.0;89.0;4.0
2023-12-01;IS;17375;-82593.94699364521;17375;247.0;472.0;578.0;1978.0;77.0
2023-12-01;NI;3932;-3038.3780830715928;3932;37.0;204.0;59.0;184.0;0.0
2023-12-01;PK;1794;-4782.6306715946075;1794;32.0;75.0;24.0;113.0;0.0
2023-12-01;RS;4392;-15557.85264579579;4392;17.0;320.0;118.0;439.0;6.0
2023-12-01;TW;502;-433.29703750811063;502;2.0;13.0;0.0;11.0;0.0
2023-12-01;UP;4061;-11472.577568165356;4061;23.0;127.0;107.0;492.0;5.0
2023-12-01;US;49837;-117878.1932262996;49837;295.0;3254.0;876.0;3182.0;19.0
2023-12-02;GM;1070;-1010.8973503804476;1070;1.0;36.0;18.0;39.0;2.0
2023-12-02;IS;11422;-54012.56621273099;11422;167.0;382.0;466.0;1621.0;48.0
2023-12-02;NI;2541;-2884.049307567796;2541;29.0;122.0;40.0;104.0;0.0
2023-12-02;PK;1862;-4463.142136568808;1862;10.0;107.0;21.0;104.0;0.0
2023-12-02;RS;2521;-9407.166809596816;2521;20.0;150.0;81.0;348.0;0.0
2023-12-02;TW;209;-12.706517716411431;209;2.0;2.0;0.0;6.0;0.0
2023-12-02;UP;2494;-7856.607438670928;2494;22.0;63.0;71.0;350.0;0.0
2023-12-02;US;30438;-75539.24711492196;30438;169.0;2146.0;585.0;2122.0;12.0
2023-12-03;GM;1243;-4399.314040742369;1243;12.0;50.0;54.0;139.0;0.0
2023-12-03;IS;12516;-62271.44903116586;12516;195.0;485.0;478.0;2237.0;46.0
2023-12-03;NI;2691;-2320.0713712773527;2691;25.0;171.0;39.0;106.0;0.0
2023-12-03;PK;1736;-3858.006084723025;1736;19.0;97.0;63.0;135.0;0.0
2023-12-03;RS;2607;-10357.420822780714;2607;9.0;115.0;119.0;423.0;1.0
2023-12-03;TW;238;-84.08458295119647;238;1.0;1.0;0.0;5.0;0.0
2023-12-03;UP;2353;-9405.675633168596;2353;11.0;45.0;111.0;445.0;0.0
2023-12-03;US;20966;-49325.21407623207;20966;133.0;1196.0;358.0;1712.0;4.0
2023-12-04;GM;1815;-3859.799778539322;1815;12.0;89.0;39.0;125.0;0.0
2023-12-04;IS;14116;-68738.3459696591;14116;200.0;549.0;570.0;2331.0;54.0
2023-12-04;NI;3819;-6705.360965674696;3819;28.0;146.0;72.0;263.0;0.0
2023-12-04;PK;2099;-2728.1057484436938;2099;28.0;158.0;12.0;102.0;1.0
2023-12-04;RS;3821;-12215.786303661767;3821;19.0;137.0;90.0;505.0;0.0
2023-12-04;TW;400;-345.4579888360535;400;0.0;12.0;0.0;11.0;0.0
2023-12-04;UP;4372;-13765.10072055916;4372;24.0;98.0;77.0;608.0;0.0
2023-12-04;US;39248;-82869.33441321841;39248;267.0;2316.0;667.0;2801.0;9.0
2023-12-05;GM;2142;-4222.548932728319;2142;12.0;59.0;16.0;106.0;2.0
2023-12-05;IS;15748;-73893.799986052;15748;189.0;598.0;689.0;2218.0;61.0
2023-12-05;NI;5017;-17611.94395499914;5017;31.0;146.0;85.0;514.0;0.0
2023-12-05;PK;2359;-7832.8032405973745;2359;17.0;203.0;63.0;227.0;1.0
2023-12-05;RS;4958;-14060.640447785565;4958;15.0;190.0;83.0;459.0;2.0
2023-12-05;TW;673;-423.8709761995441;673;3.0;11.0;3.0;23.0;0.0
2023-12-05;UP;4700;-11633.593242579862;4700;14.0;111.0;78.0;521.0;3.0
2023-12-05;US;49004;-111480.1075077623;49004;299.0;2947.0;783.0;3265.0;18.0
2023-12-06;GM;2030;-3700.000654981528;2030;16.0;78.0;18.0;72.0;5.0
2023-12-06;IS;15333;-74939.37881728186;15333;218.0;578.0;594.0;2220.0;88.0
2023-12-06;NI;4368;-11419.870636607924;4368;50.0;180.0;87.0;389.0;0.0
2023-12-06;PK;2604;-6988.862489878969;2604;30.0;132.0;53.0;188.0;2.0
2023-12-06;RS;6916;-21786.17947867605;6916;37.0;389.0;194.0;503.0;2.0
2023-12-06;TW;602;-162.933206111136;602;3.0;14.0;2.0;13.0;0.0
2023-12-06;UP;6262;-18726.908679034415;6262;24.0;215.0;171.0;574.0;2.0
2023-12-06;US;53174;-122629.1900939601;53174;355.0;3348.0;868.0;3563.0;20.0
2023-12-07;GM;1958;-2289.689499662123;1958;6.0;77.0;27.0;78.0;0.0
2023-12-07;IS;16659;-71795.76996649943;16659;236.0;478.0;511.0;2445.0;65.0
2023-12-07;NI;4501;-8733.481754708631;4501;41.0;164.0;83.0;314.0;0.0
2023-12-07;PK;2018;-5001.574012824428;2018;22.0;142.0;25.0;94.0;1.0
2023-12-07;RS;6310;-18368.22140230824;6310;29.0;266.0;136.0;548.0;2.0
2023-12-07;TW;613;-517.5526691865601;613;3.0;24.0;3.0;19.0;0.0
2023-12-07;UP;5815;-16105.582286243896;5815;23.0;159.0;102.0;584.0;3.0
2023-12-07;US;57190;-140972.62158941143;57190;336.0;3367.0;1003.0;4466.0;26.0
2023-12-08;GM;1621;-1993.4726768539615;1621;12.0;56.0;8.0;85.0;1.0
2023-12-08;IS;14427;-62938.51228669934;14427;179.0;511.0;391.0;2136.0;78.0
2023-12-08;NI;4121;-6363.690043452833;4121;19.0;193.0;45.0;250.0;8.0
2023-12-08;PK;2078;-2969.9002525180094;2078;21.0;129.0;24.0;61.0;0.0
2023-12-08;RS;4971;-13825.61934046176;4971;39.0;240.0;82.0;434.0;6.0
2023-12-08;TW;729;-655.0432604015441;729;1.0;25.0;0.0;35.0;0.0
2023-12-08;UP;4179;-11791.41033463447;4179;26.0;144.0;83.0;429.0;0.0
2023-12-08;US;52094;-131596.07299431195;52094;251.0;3254.0;779.0;3833.0;22.0
2023-12-09;GM;1220;-2275.923377902113;1220;13.0;44.0;16.0;61.0;0.0
2023-12-09;IS;12318;-63066.621651872265;12318;224.0;409.0;286.0;1597.0;51.0
2023-12-09;NI;2975;-5602.48628168918;2975;15.0;106.0;58.0;181.0;0.0
2023-12-09;PK;1786;-5338.723622665094;1786;28.0;111.0;33.0;120.0;8.0
2023-12-09;RS;3395;-9868.093078022204;3395;26.0;148.0;60.0;408.0;0.0
2023-12-09;TW;464;-314.68071935206615;464;5.0;11.0;1.0;12.0;0.0
2023-12-09;UP;3173;-8584.20962723416;3173;24.0;105.0;69.0;443.0;0.0
2023-12-09;US;32752;-78760.87401790702;32752;190.0;1970.0;494.0;2244.0;5.0
2023-12-10;GM;845;-2174.6771603931957;845;26.0;22.0;9.0;60.0;2.0
2023-12-10;IS;12277;-63766.77393287889;12277;176.0;393.0;378.0;1654.0;82.0
2023-12-10;NI;2948;-5061.959898463325;2948;9.0;128.0;44.0;204.0;2.0
2023-12-10;PK;1606;-4031.309567856797;1606;15.0;94.0;16.0;70.0;2.0
2023-12-10;RS;2978;-10609.579023866929;2978;10.0;105.0;67.0;309.0;4.0
2023-12-10;TW;361;-175.97190513960362;361;7.0;2.0;0.0;7.0;0.0
2023-12-10;UP;3195;-8415.230888796526;3195;14.0;81.0;80.0;355.0;0.0
2023-12-10;US;24766;-64367.51850916069;24766;155.0;1350.0;408.0;1683.0;14.0
2023-12-11;GM;1845;-3894.030766317186;1845;46.0;62.0;12.0;73.0;5.0
2023-12-11;IS;15047;-71557.91589658802;15047;212.0;449.0;445.0;2073.0;78.0
2023-12-11;NI;4440;-7098.871128180785;4440;41.0;177.0;92.0;258.0;8.0
2023-12-11;PK;2494;-6377.662582653926;2494;42.0;177.0;23.0;88.0;0.0
2023-12-11;RS;4921;-15525.030861894998;4921;36.0;204.0;69.0;383.0;4.0
2023-12-11;TW;554;-195.23099761771195;554;0.0;23.0;6.0;9.0;0.0
2023-12-11;UP;6021;-10275.548631682852;6021;39.0;120.0;66.0;458.0;2.0
2023-12-11;US;41597;-94912.58850758563;41597;260.0;2474.0;700.0;2525.0;13.0
2023-12-12;GM;1712;-2619.605836024977;1712;27.0;64.0;10.0;83.0;4.0
2023-12-12;IS;15335;-69446.83581535773;15335;227.0;529.0;404.0;2102.0;59.0
2023-12-12;NI;4334;-7140.139555822305;4334;34.0;235.0;90.0;288.0;5.0
2023-12-12;PK;3484;-13662.738964985056;3484;13.0;159.0;122.0;431.0;0.0
2023-12-12;RS;5420;-14766.575126090098;5420;10.0;245.0;74.0;382.0;2.0
2023-12-12;TW;617;-534.5312130843705;617;2.0;19.0;6.0;8.0;0.0
2023-12-12;UP;6494;-12518.357888709785;6494;26.0;106.0;68.0;430.0;5.0
2023-12-12;US;51214;-116590.57060192896;51214;291.0;3173.0;840.0;3013.0;15.0
2023-12-13;GM;1763;-2090.9898023961005;1763;4.0;45.0;18.0;85.0;0.0
2023-12-13;IS;16130;-74378.32578042833;16130;152.0;429.0;495.0;1945.0;62.0
2023-12-13;NI;4428;-7724.488181184009;4428;14.0;149.0;137.0;305.0;0.0
2023-12-13;PK;2882;-12270.42479235419;2882;36.0;166.0;76.0;302.0;3.0
2023-12-13;RS;5292;-14480.679127224072;5292;18.0;215.0;86.0;495.0;5.0
2023-12-13;TW;646;-368.3023733007227;646;4.0;19.0;2.0;11.0;0.0
2023-12-13;UP;7689;-13263.170138244926;7689;29.0;112.0;87.0;582.0;3.0
2023-12-13;US;51650;-104697.07236548208;51650;303.0;2943.0;822.0;2901.0;18.0
