date;code;n_events;tone_sum;tone_cnt;n_14;n_17;n_18;n_19;n_20
2024-10-27;US;21961;-39423.40124261352;21961;188.0;1001.0;262.0;1373.0;3.0
2024-10-28;GM;1796;-4495.198663304746;1796;16.0;80.0;51.0;88.0;0.0
2024-10-28;IS;10269;-53711.79437743792;10269;94.0;414.0;310.0;1724.0;43.0
2024-10-28;NI;4151;-5891.934437341474;4151;24.0;182.0;105.0;167.0;0.0
2024-10-28;PK;2469;-2379.570061019487;2469;40.0;124.0;51.0;183.0;1.0
2024-10-28;RS;5200;-12418.372467653113;5200;35.0;92.0;87.0;436.0;0.0
2024-10-28;TW;514;-291.8284886001906;514;1.0;18.0;1.0;12.0;0.0
2024-10-28;UP;3158;-7661.553523765987;3158;11.0;40.0;65.0;373.0;0.0
2024-10-28;US;39575;-70382.6600871802;39575;356.0;2073.0;637.0;2377.0;4.0
2024-10-29;GM;2521;-8906.540287241023;2521;28.0;140.0;118.0;130.0;0.0
2024-10-29;IS;11761;-56020.13093245172;11761;119.0;714.0;345.0;1662.0;46.0
2024-10-29;NI;4263;-4711.279428826751;4263;28.0;240.0;87.0;131.0;1.0
2024-10-29;PK;2230;-3034.322637040159;2230;31.0;108.0;43.0;162.0;0.0
2024-10-29;RS;5471;-13021.128377051527;5471;31.0;146.0;73.0;470.0;1.0
2024-10-29;TW;726;-573.3893246485462;726;2.0;18.0;9.0;25.0;0.0
2024-10-29;UP;3721;-8560.501518282676;3721;10.0;69.0;63.0;361.0;0.0
2024-10-29;US;46368;-88137.69285028704;46368;370.0;2706.0;736.0;2732.0;4.0
2024-10-30;GM;1947;-4902.746013528228;1947;30.0;92.0;35.0;89.0;0.0
2024-10-30;IS;9207;-40331.20255577314;9207;56.0;394.0;299.0;1325.0;29.0
2024-10-30;NI;3964;-4650.201455974838;3964;17.0;216.0;111.0;99.0;0.0
2024-10-30;PK;2070;-3828.8899353108254;2070;22.0;77.0;28.0;191.0;0.0
2024-10-30;RS;5222;-13659.799231708876;5222;38.0;185.0;85.0;478.0;0.0
2024-10-30;TW;727;-163.3440543377092;727;2.0;9.0;4.0;20.0;0.0
2024-10-30;UP;3327;-7965.065348273887;3327;17.0;85.0;57.0;379.0;0.0
2024-10-30;US;47015;-84123.82553242176;47015;351.0;2647.0;830.0;2789.0;7.0
2024-10-31;GM;1908;-5073.224521476938;1908;23.0;92.0;64.0;59.0;3.0
2024-10-31;IS;10005;-45044.34231362332;10005;145.0;506.0;272.0;1556.0;64.0
2024-10-31;NI;3913;-2255.110680306402;3913;23.0;169.0;83.0;92.0;0.0
2024-10-31;PK;2381;-3200.4973840653265;2381;30.0;87.0;18.0;176.0;0.0
2024-10-31;RS;5230;-14322.953706577797;5230;13.0;175.0;80.0;450.0;2.0
2024-10-31;TW;694;-497.3840663986687;694;5.0;15.0;2.0;33.0;0.0
2024-10-31;UP;3925;-10414.859267732503;3925;8.0;127.0;69.0;425.0;1.0
2024-10-31;US;47730;-82759.92882628134;47730;353.0;2597.0;757.0;2692.0;9.0
2024-11-01;GM;1749;-4188.183516316482;1749;20.0;88.0;28.0;71.0;1.0
2024-11-01;IS;9045;-41254.51780891111;9045;103.0;381.0;313.0;1687.0;46.0
2024-11-01;NI;4160;-7536.185104276595;4160;66.0;291.0;49.0;136.0;0.0
2024-11-01;PK;2487;-4883.57687124697;2487;27.0;112.0;64.0;186.0;0.0
2024-11-01;RS;5537;-14026.439019959977;5537;26.0;205.0;80.0;593.0;1.0
2024-11-01;TW;447;-779.2747049134902;447;3.0;21.0;4.0;47.0;0.0
2024-11-01;UP;3960;-9479.90552002938;3960;7.0;85.0;77.0;437.0;2.0
2024-11-01;US;50389;-94411.76791997036;50389;494.0;2927.0;806.0;2826.0;15.0
2024-11-02;GM;811;-1226.7473860810608;811;6.0;47.0;17.0;45.0;0.0
2024-11-02;IS;5859;-28516.969375417302;5859;83.0;235.0;204.0;1178.0;20.0
2024-11-02;NI;2965;-5882.055810362972;2965;61.0;193.0;60.0;83.0;0.0
2024-11-02;PK;2339;-6257.102051311299;2339;34.0;105.0;68.0;239.0;3.0
2024-11-02;RS;3030;-9149.50952696689;3030;15.0;146.0;66.0;302.0;0.0
2024-11-02;TW;437;-839.3762753554225;437;4.0;10.0;4.0;11.0;0.0
2024-11-02;UP;2200;-5946.457594595442;2200;7.0;29.0;44.0;269.0;0.0
2024-11-02;US;30809;-56829.84372844454;30809;322.0;1667.0;445.0;1973.0;4.0
2024-11-03;GM;767;-1620.0877104411602;767;11.0;39.0;13.0;45.0;1.0
2024-11-03;IS;6267;-30485.8042813411;6267;93.0;270.0;240.0;1220.0;36.0
2024-11-03;NI;3025;-5880.362812131573;3025;32.0;265.0;36.0;122.0;0.0
2024-11-03;PK;1663;-2968.7874460696885;1663;28.0;79.0;45.0;116.0;0.0
2024-11-03;RS;2575;-8757.502035875421;2575;8.0;83.0;72.0;254.0;3.0
2024-11-03;TW;469;-832.8781848544874;469;0.0;3.0;2.0;35.0;0.0
2024-11-03;UP;1720;-6026.461488101311;1720;6.0;34.0;42.0;228.0;0.0
2024-11-03;US;22708;-34104.182941007806;22708;293.0;929.0;309.0;1392.0;7.0
2024-11-04;GM;1705;-3311.7852787390707;1705;15.0;76.0;29.0;94.0;4.0
2024-11-04;IS;8649;-38428.72282536283;8649;95.0;402.0;293.0;1335.0;49.0
2024-11-04;NI;3331;-5068.331196110555;3331;42.0;226.0;44.0;115.0;0.0
2024-11-04;PK;2173;-3701.242109480599;2173;20.0;72.0;43.0;147.0;3.0
2024-11-04;RS;4444;-11932.252737628156;4444;26.0;152.0;84.0;466.0;2.0
2024-11-04;TW;426;-263.45476249444255;426;0.0;11.0;0.0;19.0;0.0
2024-11-04;UP;3511;-8674.745401069433;3511;13.0;88.0;71.0;403.0;4.0
2024-11-04;US;43508;-67802.95827645922;43508;523.0;2025.0;543.0;2558.0;6.0
2024-11-05;GM;2064;-4480.426218687681;2064;13.0;125.0;30.0;125.0;12.0
2024-11-05;IS;8311;-31855.092761031152;8311;139.0;362.0;189.0;1269.0;40.0
2024-11-05;NI;4009;-6231.433887004435;4009;80.0;213.0;34.0;94.0;0.0
2024-11-05;PK;2318;-4620.143774358502;2318;19.0;75.0;42.0;219.0;0.0
2024-11-05;RS;5290;-14584.686038376583;5290;20.0;182.0;67.0;603.0;0.0
2024-11-05;TW;507;40.626859067577904;507;4.0;10.0;4.0;22.0;0.0
2024-11-05;UP;3385;-6391.490505654097;3385;8.0;94.0;51.0;488.0;1.0
2024-11-05;US;52960;-74344.18855563224;52960;511.0;2504.0;622.0;2993.0;1.0
2024-11-06;GM;1948;-1840.011681190195;1948;11.0;69.0;24.0;66.0;5.0
2024-11-06;IS;9031;-24872.676892023235;9031;186.0;278.0;199.0;1151.0;32.0
2024-11-06;NI;3978;-4012.400842763758;3978;55.0;197.0;44.0;134.0;0.0
2024-11-06;PK;1962;-2396.6353720339307;1962;18.0;57.0;16.0;141.0;0.0
2024-11-06;RS;5342;-10167.01151813051;5342;13.0;116.0;43.0;532.0;0.0
2024-11-06;TW;698;208.57920993840415;698;2.0;17.0;2.0;37.0;0.0
2024-11-06;UP;4881;-2707.963055797398;4881;19.0;84.0;34.0;483.0;0.0
2024-11-06;US;71777;-46669.616584137686;71777;416.0;2999.0;605.0;3755.0;15.0
2024-11-07;GM;2653;-4191.002670388315;2653;11.0;147.0;7.0;89.0;5.0
2024-11-07;IS;7839;-27034.423895004307;7839;120.0;291.0;236.0;1217.0;35.0
2024-11-07;NI;4409;-4582.717769869971;4409;36.0;145.0;76.0;166.0;2.0
2024-11-07;PK;2302;-3484.4164740868105;2302;23.0;77.0;70.0;225.0;0.0
2024-11-07;RS;5148;-10939.522457232088;5148;19.0;128.0;52.0;384.0;0.0
2024-11-07;TW;869;-309.23366915031005;869;0.0;39.0;0.0;26.0;0.0
2024-11-07;UP;4614;-6351.936145293253;4614;17.0;73.0;43.0;380.0;0.0
2024-11-07;US;55795;-68302.00651119147;55795;316.0;3041.0;678.0;3088.0;5.0
2024-11-08;GM;2044;-3713.742628226627;2044;18.0;104.0;15.0;105.0;0.0
2024-11-08;IS;6338;-22361.84784115334;6338;78.0;279.0;169.0;910.0;37.0
2024-11-08;NI;3725;-4272.825375998071;3725;33.0;228.0;97.0;173.0;0.0
2024-11-08;PK;2268;-5567.983959663639;2268;52.0;102.0;53.0;190.0;2.0
2024-11-08;RS;4567;-11401.041104336233;4567;18.0;116.0;64.0;495.0;2.0
2024-11-08;TW;603;-588.6807973660634;603;0.0;29.0;0.0;25.0;0.0
2024-11-08;UP;4184;-9352.276548145786;4184;13.0;81.0;56.0;493.0;1.0
2024-11-08;US;47951;-81758.60588809609;47951;227.0;2963.0;762.0;2985.0;5.0
2024-11-09;GM;1275;-2535.7072818079673;1275;11.0;28.0;14.0;88.0;3.0
2024-11-09;IS;4495;-17706.098307663455;4495;61.0;165.0;134.0;729.0;10.0
2024-11-09;NI;2778;-1628.1872389328762;2778;17.0;124.0;49.0;124.0;1.0
2024-11-09;PK;2959;-13211.26257248563;2959;24.0;93.0;135.0;308.0;0.0
2024-11-09;RS;2727;-7410.726591590028;2727;20.0;66.0;60.0;304.0;0.0
2024-11-09;TW;272;-142.56654404505727;272;2.0;8.0;4.0;10.0;0.0
2024-11-09;UP;2479;-5538.780196333842;2479;9.0;39.0;41.0;274.0;0.0
2024-11-09;US;30112;-58862.310105661374;30112;147.0;1958.0;534.0;2041.0;0.0
2024-11-10;GM;938;-1604.775765920428;938;8.0;47.0;8.0;66.0;0.0
2024-11-10;IS;5880;-24442.05546605858;5880;79.0;174.0;174.0;957.0;33.0
2024-11-10;NI;3235;-2844.8112072997883;3235;13.0;141.0;31.0;181.0;1.0
2024-11-10;PK;1802;-6909.324750234323;1802;22.0;45.0;77.0;259.0;0.0
2024-11-10;RS;3063;-9013.321925833405;3063;11.0;65.0;47.0;443.0;0.0
2024-11-10;TW;229;-397.5984192060827;229;8.0;16.0;0.0;2.0;0.0
2024-11-10;UP;2629;-6557.891573507288;2629;4.0;31.0;28.0;385.0;1.0
2024-11-10;US;20083;-28610.23494483511;20083;152.0;884.0;239.0;1623.0;1.0
2024-11-11;GM;1913;-3471.6458985233076;1913;7.0;104.0;17.0;117.0;3.0
2024-11-11;IS;7609;-27849.112104163603;7609;112.0;238.0;166.0;1059.0;27.0
2024-11-11;NI;3828;-4359.941345935859;3828;43.0;148.0;35.0;184.0;0.0
2024-11-11;PK;2513;-5619.574321175859;2513;25.0;105.0;27.0;223.0;0.0
2024-11-11;RS;5318;-13358.719108006182;5318;14.0;118.0;106.0;554.0;2.0
2024-11-11;TW;566;-569.2459712557055;566;1.0;13.0;2.0;11.0;0.0
2024-11-11;UP;4558;-11057.86561131942;4558;10.0;78.0;85.0;552.0;0.0
2024-11-11;US;35363;-42606.49531536056;35363;179.0;1722.0;436.0;2224.0;8.0
2024-11-12;GM;2047;-2803.786237217186;2047;9.0;108.0;19.0;110.0;0.0
2024-11-12;IS;8689;-30445.350164708525;8689;85.0;238.0;225.0;1116.0;44.0
2024-11-12;NI;3834;-3186.3023960399014;3834;35.0;156.0;62.0;116.0;1.0
2024-11-12;PK;2247;-4965.0022444906535;2247;21.0;118.0;32.0;130.0;2.0
2024-11-12;RS;4947;-12208.050789854213;4947;19.0;157.0;60.0;344.0;3.0
2024-11-12;TW;660;-554.1867947277732;660;7.0;11.0;2.0;40.0;0.0
2024-11-12;UP;3828;-8885.593784062461;3828;13.0;120.0;78.0;344.0;0.0
2024-11-12;US;46986;-64154.68036853582;46986;243.0;2541.0;634.0;2697.0;7.0
2024-11-13;GM;1757;-1398.4559824912517;1757;17.0;74.0;4.0;63.0;0.0
2024-11-13;IS;8131;-26129.552849239324;8131;77.0;264.0;168.0;1135.0;38.0
2024-11-13;NI;3741;-1418.4196148046235;3741;36.0;131.0;50.0;114.0;0.0
2024-11-13;PK;2167;-4920.401596742022;2167;28.0;83.0;23.0;162.0;0.0
2024-11-13;RS;4882;-12806.861981240783;4882;25.0;163.0;189.0;533.0;0.0
2024-11-13;TW;655;-124.22751412428612;655;6.0;12.0;3.0;16.0;0.0
2024-11-13;UP;4331;-11436.251621070933;4331;22.0;113.0;156.0;495.0;0.0
2024-11-13;US;53710;-79608.66672244981;53710;245.0;2966.0;864.0;2958.0;14.0
2024-11-14;GM;1752;-1316.061477413141;1752;11.0;65.0;1.0;39.0;2.0
2024-11-14;IS;8221;-30484.736478374252;8221;99.0;293.0;260.0;1075.0;57.0
2024-11-14;NI;3738;-2370.6602630525167;3738;16.0;206.0;28.0;139.0;0.0
2024-11-14;PK;2251;-4478.174660637388;2251;18.0;83.0;64.0;201.0;2.0
2024-11-14;RS;4732;-11453.484523572395;4732;30.0;172.0;98.0;431.0;1.0
2024-11-14;TW;612;-264.2624736043747;612;1.0;30.0;8.0;10.0;0.0
2024-11-14;UP;3687;-7713.138012303554;3687;26.0;97.0;84.0;359.0;3.0
2024-11-14;US;51465;-85296.89056870615;51465;236.0;2920.0;742.0;2914.0;21.0
2024-11-15;GM;2225;-2715.2151453991405;2225;11.0;76.0;11.0;103.0;0.0
2024-11-15;IS;7766;-29924.41842122208;7766;139.0;288.0;229.0;971.0;40.0
2024-11-15;NI;3410;-278.10603707704206;3410;17.0;142.0;34.0;119.0;1.0
2024-11-15;PK;2431;-5113.514495656315;2431;23.0;123.0;43.0;207.0;1.0
2024-11-15;RS;4838;-13742.671854354565;4838;59.0;218.0;92.0;390.0;0.0
2024-11-15;TW;775;109.8631672333477;775;4.0;10.0;3.0;9.0;0.0
2024-11-15;UP;3646;-9007.201095052616;3646;25.0;90.0;57.0;343.0;0.0
2024-11-15;US;48773;-87576.05503109505;48773;238.0;3022.0;680.0;2565.0;7.0
2024-11-16;GM;1287;-2087.137824958994;1287;10.0;32.0;13.0;68.0;1.0
2024-11-16;IS;4545;-19317.832961218755;4545;67.0;193.0;141.0;819.0;22.0
2024-11-16;NI;3334;1765.6101768790818;3334;18.0;127.0;67.0;84.0;0.0
2024-11-16;PK;2017;-5078.984663608557;2017;42.0;104.0;33.0;164.0;0.0
2024-11-16;RS;3432;-9468.661313853549;3432;29.0;65.0;31.0;277.0;2.0
2024-11-16;TW;567;-190.85766958369328;567;5.0;10.0;0.0;3.0;0.0
2024-11-16;UP;2720;-6584.693569071956;2720;5.0;43.0;12.0;224.0;0.0
2024-11-16;US;29685;-53301.82447249879;29685;130.0;1641.0;456.0;1667.0;3.0
2024-11-17;GM;1073;-2858.602365029287;1073;30.0;44.0;4.0;41.0;0.0
2024-11-17;IS;5408;-26718.686666766676;5408;102.0;182.0;212.0;1184.0;15.0
2024-11-17;NI;3981;5115.52147841561;3981;16.0;158.0;27.0;125.0;0.0
2024-11-17;PK;1902;-5534.900620537797;1902;33.0;81.0;15.0;132.0;0.0
2024-11-17;RS;4041;-15131.317993928604;4041;35.0;123.0;70.0;681.0;0.0
2024-11-17;TW;419;-362.06276066057467;419;3.0;12.0;1.0;21.0;0.0
2024-11-17;UP;3474;-13654.103963484082;3474;17.0;62.0;66.0;668.0;0.0
2024-11-17;US;20185;-33420.59889157396;20185;127.0;955.0;300.0;1247.0;10.0
2024-11-18;GM;2119;-3868.492438314148;2119;15.0;78.0;13.0;75.0;0.0
2024-11-18;IS;7733;-34403.528920303106;7733;121.0;319.0;259.0;1155.0;31.0
2024-11-18;NI;4803;1711.1887240423252;4803;15.0;177.0;73.0;214.0;0.0
2024-11-18;PK;1940;-5068.681298384218;1940;42.0;142.0;39.0;97.0;0.0
2024-11-18;RS;7159;-23568.90227736095;7159;37.0;187.0;106.0;930.0;0.0
2024-11-18;TW;664;130.79567169901384;664;2.0;15.0;1.0;23.0;0.0
2024-11-18;UP;6446;-20842.157982999455;6446;24.0;115.0;88.0;978.0;0.0
2024-11-18;US;36822;-64521.45636053285;36822;284.0;1925.0;536.0;2205.0;9.0
2024-11-19;GM;2559;-4124.40398598008;2559;16.0;70.0;17.0;78.0;2.0
2024-11-19;IS;8033;-31815.103323236508;8033;150.0;292.0;203.0;1233.0;24.0
2024-11-19;NI;3814;-1179.2384750224194;3814;22.0;162.0;49.0;137.0;0.0
2024-11-19;PK;2392;-6450.320156202487;2392;32.0;177.0;66.0;134.0;0.0
2024-11-19;RS;7938;-28197.780363495243;7938;59.0;201.0;117.0;1104.0;5.0
2024-11-19;TW;621;-535.8395022191086;621;2.0;22.0;1.0;6.0;0.0
2024-11-19;UP;6395;-22078.669094156085;6395;21.0;129.0;88.0;1034.0;2.0
2024-11-19;US;46971;-94229.74318167432;46971;218.0;2976.0;812.0;2773.0;0.0
2024-11-20;GM;2142;-4891.934374632943;2142;26.0;102.0;11.0;108.0;0.0
2024-11-20;IS;7325;-30734.847398875245;7325;133.0;318.0;191.0;1030.0;32.0
2024-11-20;NI;4245;-2854.495447460069;4245;8.0;180.0;68.0;197.0;0.0
2024-11-20;PK;2923;-9224.640884639211;2923;24.0;120.0;130.0;294.0;0.0
2024-11-20;RS;7391;-27924.377111229263;7391;29.0;207.0;85.0;999.0;0.0
2024-11-20;TW;694;-182.5161720851508;694;2.0;16.0;8.0;13.0;0.0
2024-11-20;UP;6118;-21279.6090373534;6118;26.0;84.0;62.0;928.0;0.0
2024-11-20;US;48572;-95873.84302798414;48572;238.0;3090.0;770.0;2878.0;11.0
2024-11-21;GM;1782;-3095.112191126946;1782;14.0;79.0;13.0;58.0;0.0
2024-11-21;IS;10300;-54541.68432947268;10300;107.0;835.0;265.0;1205.0;44.0
2024-11-21;NI;4308;-4928.205335082103;4308;22.0;274.0;76.0;232.0;1.0
2024-11-21;PK;3170;-12119.607091055164;3170;36.0;154.0;58.0;337.0;1.0
2024-11-21;RS;7449;-27110.093158454456;7449;21.0;250.0;74.0;1445.0;2.0
2024-11-21;TW;636;-258.8361086823947;636;1.0;12.0;12.0;12.0;0.0
2024-11-21;UP;6248;-22150.35352460452;6248;24.0;127.0;60.0;1273.0;0.0
2024-11-21;US;52227;-120761.71045038285;52227;242.0;3450.0;1016.0;3043.0;15.0
2024-11-22;GM;1792;-3766.765534391493;1792;12.0;59.0;13.0;74.0;1.0
2024-11-22;IS;9703;-50321.891934964486;9703;95.0;983.0;198.0;1061.0;27.0
2024-11-22;NI;4073;-2803.080463659347;4073;19.0;306.0;41.0;154.0;0.0
2024-11-22;PK;2442;-8977.325666497365;2442;52.0;107.0;51.0;265.0;0.0
2024-11-22;RS;6841;-25480.771408921435;6841;33.0;204.0;55.0;1061.0;2.0
2024-11-22;TW;545;-70.02318493442557;545;0.0;22.0;9.0;12.0;0.0
2024-11-22;UP;5463;-20486.128030039396;5463;24.0;97.0;41.0;923.0;1.0
2024-11-22;US;47257;-100379.98109325714;47257;228.0;3126.0;849.0;2673.0;7.0
2024-11-23;GM;1166;-2335.399252045865;1166;5.0;49.0;21.0;49.0;0.0
2024-11-23;IS;5653;-29557.716101216527;5653;82.0;405.0;224.0;921.0;18.0
2024-11-23;NI;2961;-839.226800579438;2961;9.0;160.0;59.0;68.0;0.0
2024-11-23;PK;2583;-10182.448076674626;2583;55.0;141.0;49.0;320.0;1.0
2024-11-23;RS;3577;-12728.073035897398;3577;7.0;107.0;43.0;547.0;0.0
2024-11-23;TW;364;-181.66531667147385;364;1.0;23.0;5.0;9.0;0.0
2024-11-23;UP;2895;-9852.095313288077;2895;7.0;45.0;40.0;454.0;0.0
2024-11-23;US;27823;-56867.60693674171;27823;92.0;1797.0;406.0;1701.0;1.0
2024-11-24;GM;1231;-1284.8772673824517;1231;15.0;44.0;18.0;20.0;0.0
2024-11-24;IS;6714;-35843.59976129823;6714;151.0;352.0;249.0;1389.0;13.0
2024-11-24;NI;3028;-1982.606332329934;3028;12.0;169.0;51.0;141.0;0.0
2024-11-24;PK;2473;-12071.791371967647;2473;101.0;228.0;68.0;280.0;1.0
2024-11-24;RS;3878;-14075.312646024437;3878;17.0;120.0;48.0;605.0;1.0
2024-11-24;TW;429;-165.24867711734043;429;3.0;16.0;3.0;3.0;0.0
2024-11-24;UP;2897;-10934.84103959271;2897;7.0;45.0;44.0;497.0;0.0
2024-11-24;US;18981;-35922.167540774724;18981;85.0;981.0;306.0;1231.0;2.0
2024-11-25;GM;2147;-3069.5151874956;2147;14.0;65.0;34.0;97.0;0.0
2024-11-25;IS;8942;-43256.78419535992;8942;96.0;570.0;223.0;1319.0;26.0
2024-11-25;NI;3923;-4878.555639149042;3923;29.0;220.0;24.0;216.0;1.0
2024-11-25;PK;3025;-11488.272469015716;3025;108.0;268.0;73.0;321.0;0.0
2024-11-25;RS;5529;-16885.87616146216;5529;13.0;198.0;92.0;799.0;1.0
2024-11-25;TW;533;85.37302001881957;533;5.0;27.0;2.0;10.0;0.0
2024-11-25;UP;4219;-11956.226291574903;4219;15.0;126.0;69.0;626.0;1.0
2024-11-25;US;34779;-61723.669354164784;34779;199.0;2035.0;579.0;2066.0;2.0
2024-11-26;GM;2458;-3545.3857682927664;2458;8.0;60.0;16.0;94.0;0.0
2024-11-26;IS;10193;-45101.878810270326;10193;134.0;489.0;221.0;1285.0;33.0
2024-11-26;NI;3532;-2492.936488551119;3532;19.0;185.0;43.0;175.0;0.0
2024-11-26;PK;3143;-12823.5725156496;3143;154.0;205.0;75.0;365.0;0.0
2024-11-26;RS;5571;-19461.4550930282;5571;29.0;313.0;65.0;672.0;1.0
2024-11-26;TW;684;580.4427083756173;684;8.0;35.0;0.0;6.0;0.0
2024-11-26;UP;4180;-13434.232895885229;4180;9.0;121.0;46.0;545.0;5.0
2024-11-26;US;44988;-90732.98345139982;44988;214.0;2743.0;793.0;2555.0;8.0
2024-11-27;GM;2070;-3497.5535037888626;2070;27.0;79.0;16.0;68.0;1.0
2024-11-27;IS;11509;-46063.31493004033;11509;102.0;435.0;208.0;1212.0;34.0
2024-11-27;NI;3631;-1928.2884725122271;3631;28.0;199.0;88.0;133.0;0.0
2024-11-27;PK;2988;-11163.652079471998;2988;90.0;192.0;50.0;234.0;0.0
2024-11-27;RS;4836;-14782.577759157772;4836;12.0;219.0;64.0;495.0;3.0
2024-11-27;TW;641;-212.5498527639709;641;0.0;16.0;0.0;14.0;0.0
2024-11-27;UP;3517;-9608.444599729652;3517;17.0;92.0;51.0;398.0;5.0
2024-11-27;US;43536;-85410.36292402327;43536;206.0;2720.0;685.0;2356.0;8.0
2024-11-28;GM;1751;-1950.956774487868;1751;10.0;70.0;8.0;68.0;1.0
2024-11-28;IS;7752;-35412.14249003852;7752;125.0;430.0;201.0;942.0;23.0
2024-11-28;NI;4318;-4274.322102427503;4318;58.0;263.0;72.0;161.0;0.0
2024-11-28;PK;2914;-10665.125257642734;2914;77.0;194.0;82.0;165.0;0.0
2024-11-28;RS;5410;-19777.45182581803;5410;7.0;134.0;93.0;816.0;0.0
2024-11-28;TW;613;-414.0747600845842;613;1.0;26.0;3.0;7.0;0.0
2024-11-28;UP;3949;-15259.774346831002;3949;14.0;87.0;71.0;717.0;1.0
2024-11-28;US;27795;-45835.43972362865;27795;169.0;1630.0;401.0;1538.0;4.0
2024-11-29;GM;1771;-2108.434813766488;1771;20.0;35.0;15.0;75.0;0.0
2024-11-29;IS;6117;-27797.445799982594;6117;99.0;331.0;142.0;771.0;31.0
2024-11-29;NI;4472;-6077.243367349904;4472;45.0;324.0;73.0;142.0;0.0
2024-11-29;PK;2461;-8596.242675958421;2461;41.0;231.0;56.0;133.0;0.0
2024-11-29;RS;5855;-19187.597101318486;5855;46.0;204.0;103.0;717.0;0.0
2024-11-29;TW;869;83.09718414389857;869;0.0;9.0;3.0;12.0;0.0
2024-11-29;UP;3598;-12283.323370267635;3598;8.0;88.0;83.0;490.0;0.0
2024-11-29;US;23531;-34950.54367933006;23531;166.0;1314.0;276.0;1382.0;1.0
2024-11-30;GM;1128;-916.0595005516976;1128;8.0;47.0;7.0;47.0;0.0
2024-11-30;IS;4796;-22485.244706405116;4796;91.0;201.0;157.0;730.0;51.0
2024-11-30;NI;3209;-2733.386241439047;3209;19.0;162.0;50.0;107.0;0.0
2024-11-30;PK;2283;-9305.62112070294;2283;58.0;191.0;49.0;173.0;3.0
2024-11-30;RS;4636;-16068.139396894536;4636;40.0;143.0;71.0;586.0;9.0
2024-11-30;TW;838;487.49601843476125;838;3.0;9.0;4.0;7.0;0.0
2024-11-30;UP;2604;-6195.371468208185;2604;13.0;58.0;38.0;307.0;0.0
2024-11-30;US;20828;-32460.03108572643;20828;126.0;1116.0;226.0;1262.0;1.0
2024-12-01;GM;998;-923.2591678473808;998;5.0;25.0;13.0;44.0;1.0
2024-12-01;IS;5347;-24900.530881495062;5347;71.0;164.0;170.0;794.0;61.0
2024-12-01;NI;3003;-1082.977182568865;3003;14.0;138.0;22.0;101.0;0.0
2024-12-01;PK;2092;-7803.241213838383;2092;49.0;124.0;44.0;200.0;1.0
2024-12-01;RS;4273;-15950.828168857524;4273;56.0;119.0;69.0;625.0;0.0
2024-12-01;TW;903;368.95889137799475;903;1.0;9.0;1.0;21.0;0.0
2024-12-01;UP;2416;-6280.5442593637335;2416;15.0;57.0;54.0;289.0;0.0
2024-12-01;US;18929;-26972.622572196175;18929;108.0;858.0;227.0;1156.0;2.0
2024-12-02;GM;2305;-4455.934577697524;2305;27.0;33.0;8.0;92.0;1.0
2024-12-02;IS;7651;-39197.50908656615;7651;95.0;304.0;249.0;1071.0;90.0
2024-12-02;NI;4008;-4351.778046066486;4008;21.0;145.0;51.0;176.0;0.0
2024-12-02;PK;2224;-7795.558892296779;2224;39.0;151.0;49.0;225.0;0.0
2024-12-02;RS;5997;-21192.27837508099;5997;73.0;223.0;84.0;772.0;1.0
2024-12-02;TW;1029;185.05327316070407;1029;1.0;9.0;1.0;11.0;0.0
2024-12-02;UP;4016;-10476.930625980443;4016;22.0;111.0;36.0;406.0;1.0
2024-12-02;US;38577;-77943.54416777755;38577;225.0;2273.0;591.0;2448.0;12.0
2024-12-03;GM;1989;-2325.0890558062024;1989;15.0;74.0;10.0;96.0;0.0
2024-12-03;IS;7635;-36581.993223734535;7635;91.0;328.0;247.0;1123.0;36.0
2024-12-03;NI;4095;-3331.612239681173;4095;22.0;159.0;80.0;115.0;0.0
2024-12-03;PK;2537;-5576.103785731236;2537;35.0;136.0;45.0;203.0;1.0
2024-12-03;RS;6242;-19422.078709270896;6242;67.0;219.0;78.0;692.0;0.0
2024-12-03;TW;887;-419.60891506736857;887;9.0;11.0;4.0;16.0;0.0
2024-12-03;UP;4300;-9656.786415160315;4300;27.0;115.0;66.0;356.0;0.0
2024-12-03;US;50022;-110957.41948334184;50022;225.0;3374.0;850.0;2925.0;7.0
2024-12-04;GM;2344;-3280.7589769918745;2344;14.0;62.0;17.0;95.0;0.0
2024-12-04;IS;7457;-33295.59262022533;7457;91.0;371.0;286.0;1126.0;35.0
2024-12-04;NI;4369;-4168.958375561122;4369;12.0;203.0;72.0;130.0;0.0
2024-12-04;PK;2252;-4047.4868759893407;2252;40.0;116.0;44.0;180.0;0.0
2024-12-04;RS;5607;-18229.83131637391;5607;27.0;203.0;107.0;669.0;1.0
2024-12-04;TW;748;-8.24013473649184;748;3.0;22.0;5.0;13.0;0.0
2024-12-04;UP;4011;-10187.258825420851;4011;13.0;90.0;92.0;381.0;3.0
2024-12-04;US;49858;-99397.30332306807;49858;231.0;3052.0;824.0;3099.0;8.0
2024-12-05;GM;1972;-2430.0901501942435;1972;24.0;76.0;11.0;109.0;2.0
2024-12-05;IS;6475;-28583.847373031665;6475;114.0;266.0;225.0;675.0;51.0
2024-12-05;NI;4245;-4371.08286344622;4245;44.0;151.0;54.0;131.0;0.0
2024-12-05;PK;2401;-5598.238117907987;2401;25.0;146.0;17.0;174.0;0.0
2024-12-05;RS;6039;-18749.02159959205;6039;30.0;261.0;94.0;560.0;0.0
